dcp,status,exit_code,console_log,run_artifact_dir,optimizer_run_dir,token_usage_json,start_time,end_time
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/amd_mini-isp_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/amd_mini-isp_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/amd_mini-isp_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/amd_mini-isp_2025.1/dcp_optimizer_run-20260908_180929","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/amd_mini-isp_2025.1/dcp_optimizer_run-20260908_180929/token_usage.json","2026-09-08 18:09:29","2026-09-08 18:18:02"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/boom_soc_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/boom_soc_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/boom_soc_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/boom_soc_2025.1/dcp_optimizer_run-20260908_181803","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/boom_soc_2025.1/dcp_optimizer_run-20260908_181803/token_usage.json","2026-09-08 18:18:02","2026-09-08 18:46:21"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/corescore_500_mod_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/corescore_500_mod_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/corescore_500_mod_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/corescore_500_mod_2025.1/dcp_optimizer_run-20260908_184622","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/corescore_500_mod_2025.1/dcp_optimizer_run-20260908_184622/token_usage.json","2026-09-08 18:46:21","2026-09-08 18:59:14"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/finn_radioml_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/finn_radioml_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/finn_radioml_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/finn_radioml_2025.1/dcp_optimizer_run-20260908_185915","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/finn_radioml_2025.1/dcp_optimizer_run-20260908_185915/token_usage.json","2026-09-08 18:59:14","2026-09-08 19:07:44"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/ispd16_example2_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/ispd16_example2_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/ispd16_example2_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/ispd16_example2_2025.1/dcp_optimizer_run-20260908_190744","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/ispd16_example2_2025.1/dcp_optimizer_run-20260908_190744/token_usage.json","2026-09-08 19:07:44","2026-09-08 19:40:22"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/logicnets_jscl_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/logicnets_jscl_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/logicnets_jscl_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/logicnets_jscl_2025.1/dcp_optimizer_run-20260908_194023","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/logicnets_jscl_2025.1/dcp_optimizer_run-20260908_194023/token_usage.json","2026-09-08 19:40:22","2026-09-08 19:58:16"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/rosetta_3d-rendering_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_3d-rendering_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_3d-rendering_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_3d-rendering_2025.1/dcp_optimizer_run-20260908_195817","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_3d-rendering_2025.1/dcp_optimizer_run-20260908_195817/token_usage.json","2026-09-08 19:58:16","2026-09-08 20:13:14"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/rosetta_digit-recognition_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_digit-recognition_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_digit-recognition_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_digit-recognition_2025.1/dcp_optimizer_run-20260908_201315","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_digit-recognition_2025.1/dcp_optimizer_run-20260908_201315/token_usage.json","2026-09-08 20:13:14","2026-09-08 20:31:24"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/rosetta_optical-flow_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_optical-flow_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_optical-flow_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_optical-flow_2025.1/dcp_optimizer_run-20260908_203125","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_optical-flow_2025.1/dcp_optimizer_run-20260908_203125/token_usage.json","2026-09-08 20:31:24","2026-09-08 20:36:10"
"/home/ubuntu/fpl26_optimization_contest/fpl26_contest_benchmarks/rosetta_spam-filter_2025.1.dcp",PASS,0,"/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_spam-filter_2025.1/console.log","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_spam-filter_2025.1","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_spam-filter_2025.1/dcp_optimizer_run-20260908_203610","/home/ubuntu/fpl26_optimization_contest/batch_logs/run-20260908_180929/rosetta_spam-filter_2025.1/dcp_optimizer_run-20260908_203610/token_usage.json","2026-09-08 20:36:10","2026-09-08 20:51:33"
